CODE;CODE_LABEL
F01302;démence vasculaire mixte, corticale et souscorticale, sévère, sans symptôme supplémentaire
F02320;démence légère de la maladie de Parkinson, avec symptômes essentiellement hallucinatoires
F02321;démence moyenne de la maladie de Parkinson, avec symptômes essentiellement hallucinatoires
F02322;démence sévère de la maladie de Parkinson, avec symptômes essentiellement hallucinatoires
F00911;démence moyenne de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement délirants
J96101;insuffisance respiratoire chronique restrictive de type I [hypoxique]
F02102;démence sévère de la maladie de Creutzfeldt-Jakob, sans symptôme supplémentaire
F00912;démence sévère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement délirants
J96100;insuffisance respiratoire chronique obstructive de type I [hypoxique]
F01932;démence vasculaire sévère, sans précision, avec symptômes essentiellement dépressifs
F02101;démence moyenne de la maladie de Creutzfeldt-Jakob, sans symptôme supplémentaire
F01930;démence vasculaire légère, sans précision, avec symptômes essentiellement dépressifs
F02100;démence légère de la maladie de Creutzfeldt-Jakob, sans symptôme supplémentaire
F01931;démence vasculaire moyenne, sans précision, avec symptômes essentiellement dépressifs
F00910;démence légère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement délirants
F00041;démence moyenne de la maladie d'Alzheimer, à début précoce, avec symptômes mixtes
F00040;démence légère de la maladie d'Alzheimer, à début précoce, avec symptômes mixtes
F00042;démence sévère de la maladie d'Alzheimer, à début précoce, avec symptômes mixtes
F01121;démence moyenne par infarctus multiples, avec symptômes essentiellement hallucinatoires
F01030;démence vasculaire légère à début aigu, avec symptômes essentiellement dépressifs
F02821;démence moyenne associée à d'autres maladies classées ailleurs, avec symptômes essentiellement hallucinatoires
F02142;démence sévère de la maladie de Creutzfeldt-Jakob, avec symptômes mixtes
F01031;démence vasculaire moyenne à début aigu, avec symptômes essentiellement dépressifs
F01120;démence légère par infarctus multiples, avec symptômes essentiellement hallucinatoires
F02820;démence légère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement hallucinatoires
F02140;démence légère de la maladie de Creutzfeldt-Jakob, avec symptômes mixtes
F02141;démence moyenne de la maladie de Creutzfeldt-Jakob, avec symptômes mixtes
F01122;démence sévère par infarctus multiples, avec symptômes essentiellement hallucinatoires
F02822;démence sévère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement hallucinatoires
F01032;démence vasculaire sévère à début aigu, avec symptômes essentiellement dépressifs
F01922;démence vasculaire sévère, sans précision, avec symptômes essentiellement hallucinatoires
F01921;démence vasculaire moyenne, sans précision, avec symptômes essentiellement hallucinatoires
I21200;infarctus (transmural aigu) du myocarde d'autres localisations, prise en charge initiale, infarctus de 24 heures ou moins
I22000;infarctus du myocarde à répétition (de la paroi) antérieure, prise en charge initiale, infarctus de 24 heures ou moins
K93820;colite à cytomégalovirus
K93828;atteintes de l'intestin au cours d'autres maladies classées ailleurs
M62830;rhabdomyolyse, avant-bras
M62838;autres atteintes musculaires précisées, non classées ailleurs, avant-bras
F01211;démence vasculaire souscorticale moyenne, avec symptômes essentiellement délirants
F01210;démence vasculaire souscorticale légère, avec symptômes essentiellement délirants
F01212;démence vasculaire souscorticale sévère, avec symptômes essentiellement délirants
F11200;syndrome de dépendance aux opiacés, personne actuellement abstinente en rémission récente
F01140;démence légère par infarctus multiples, avec symptômes mixtes
F11201;syndrome de dépendance aux opiacés, personne actuellement abstinente en rémission partielle
F01141;démence moyenne par infarctus multiples, avec symptômes mixtes
F11202;syndrome de dépendance aux opiacés, personne actuellement abstinente en rémission complète
F01142;démence sévère par infarctus multiples, avec symptômes mixtes
S37808;lésion traumatique d'autres organes urinaires et pelviens, sauf de la glande surrénale, sans plaie intra-pelvienne
F14201;syndrome de dépendance à la cocaïne, personne actuellement abstinente en rémission partielle
S37800;lésion traumatique de la glande surrénale, sans plaie intra-abdominale
F14200;syndrome de dépendance à la cocaïne, personne actuellement abstinente en rémission récente
F14202;syndrome de dépendance à la cocaïne, personne actuellement abstinente en rémission complète
M62898;autres atteintes musculaires précisées, non classées ailleurs, siège non précisé
M62868;autres atteintes musculaires précisées, non classées ailleurs, jambe
F01942;démence vasculaire sévère, sans précision, avec symptômes mixtes
F01941;démence vasculaire moyenne, sans précision, avec symptômes mixtes
F00202;démence sévère de la maladie d'Alzheimer, forme atypique ou mixte, sans symptôme supplémentaire
F01940;démence vasculaire légère, sans précision, avec symptômes mixtes
F00201;démence moyenne de la maladie d'Alzheimer, forme atypique ou mixte, sans symptôme supplémentaire
F00200;démence légère de la maladie d'Alzheimer, forme atypique ou mixte, sans symptôme supplémentaire
M62890;rhabdomyolyse
M62860;rhabdomyolyse, jambe
F00942;démence sévère de la maladie d'Alzheimer, sans précision, avec symptômes mixtes
F00940;démence légère de la maladie d'Alzheimer, sans précision, avec symptômes mixtes
F00941;démence moyenne de la maladie d'Alzheimer, sans précision, avec symptômes mixtes
F00931;démence moyenne de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement dépressifs
F00932;démence sévère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement dépressifs
M62840;rhabdomyolyse, main
F00930;démence légère de la maladie d'Alzheimer, sans précision, avec symptômes essentiellement dépressifs
F02832;démence sévère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement dépressifs
F02830;démence légère associée à d'autres maladies classées ailleurs, avec symptômes essentiellement dépressifs
M62848;autres atteintes musculaires précisées, non classées ailleurs, main
F02831;démence moyenne associée à d'autres maladies classées ailleurs, avec symptômes essentiellement dépressifs
F01920;démence vasculaire légère, sans précision, avec symptômes essentiellement hallucinatoires
K93838;atteintes du rectum au cours d'autres maladies classées ailleurs
I21900;infarctus (aigu) du myocarde sans précision, prise en charge initiale, infarctus de 24 heures ou moins
F02112;démence sévère de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement délirants
F02110;démence légère de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement délirants
F02111;démence moyenne de la maladie de Creutzfeldt-Jakob, avec symptômes essentiellement délirants
F13240;syndrome de dépendance aux sédatifs ou hypnotiques, utilisation actuelle, sans symptôme physique
F13241;syndrome de dépendance aux sédatifs ou hypnotiques, utilisation actuelle, avec symptômes physiques
I22100;infarctus du myocarde à répétition (de la paroi) inférieure, prise en charge initiale, infarctus de 24 heures ou moins
I21300;infarctus (transmural aigu) du myocarde de localisation non précisée, prise en charge initiale, infarctus de 24 heures ou moins
F02242;démence sévère de la maladie de Huntington, avec symptômes mixtes
M62800;rhabdomyolyse, sièges multiples
F02241;démence moyenne de la maladie de Huntington, avec symptômes mixtes
F02240;démence légère de la maladie de Huntington, avec symptômes mixtes
F02412;démence sévère de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement délirants
M62808;autres atteintes musculaires précisées, non classées ailleurs, sièges multiples
F02410;démence légère de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement délirants
F02411;démence moyenne de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement délirants
F01222;démence vasculaire souscorticale sévère, avec symptômes essentiellement hallucinatoires
F02422;démence sévère de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement hallucinatoires
F02421;démence moyenne de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement hallucinatoires
F02420;démence légère de la maladie due au virus de l'immunodéficience humaine (VIH), avec symptômes essentiellement hallucinatoires
F01221;démence vasculaire souscorticale moyenne, avec symptômes essentiellement hallucinatoires
F01220;démence vasculaire souscorticale légère, avec symptômes essentiellement hallucinatoires
F02022;démence sévère de la maladie de Pick, avec symptômes essentiellement hallucinatoires
F02020;démence légère de la maladie de Pick, avec symptômes essentiellement hallucinatoires
F02021;démence moyenne de la maladie de Pick, avec symptômes essentiellement hallucinatoires
F01321;démence vasculaire mixte, corticale et souscorticale, moyenne, avec symptômes essentiellement hallucinatoires
