GHM;GHM_LABEL
01C06W;Interventions sur le système vasculaire précérébral avec CMA
05C06W;Autres interventions cardiothoraciques âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, avec CMA
06C06W;Interventions sur l'¿sophage, l'estomac et le duodénum, âge supérieur à 17 ans avec CMA
10C06W;Interventions sur la thyroïde, âge supérieur à 69 ans et/ou CMA
02C06Z;Interventions primaires sur l'iris
03C06Z;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans
07C06Z;Interventions diagnostiques sur le système hépatobiliaire et pancréatique pour des affections malignes
08C06Z;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif
09C06Z;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale
11C06Z;Interventions sur l'urètre, âge inférieur à 18 ans
12C06Z;Interventions sur les testicules pour des affections non malignes, âge inférieur à 18 ans
13C06Z;Interruptions tubaires pour des affections non malignes
24C06Z;Drains transtympaniques : séjours de moins de 2 jours
27C06Z;Transplantations rénales
01C061;Interventions sur le système vasculaire précérébral, niveau 1
02C061;Interventions primaires sur l'iris, niveau 1
03C061;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 1
05C061;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1
07C061;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections malignes, niveau 1
08C061;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 1
09C061;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, niveau 1
11C061;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 1
12C061;Interventions sur les testicules pour des affections non malignes, âge inférieur à 18 ans, niveau 1
13C061;Interruptions tubaires, niveau 1
17C061;Interventions majeures de la CMD17, niveau 1
21C061;Greffes de peau ou parages de plaies pour lésions autres que des brûlures, niveau 1
27C061;Transplantations rénales, niveau 1
01C062;Interventions sur le système vasculaire précérébral, niveau 2
02C062;Interventions primaires sur l'iris, niveau 2
03C062;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 2
05C062;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2
07C062;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections malignes, niveau 2
08C062;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 2
09C062;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, niveau 2
11C062;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 2
12C062;Interventions sur les testicules pour des affections non malignes, âge inférieur à 18 ans, niveau 2
13C062;Interruptions tubaires, niveau 2
17C062;Interventions majeures de la CMD17, niveau 2
21C062;Greffes de peau ou parages de plaies pour lésions autres que des brûlures, niveau 2
27C062;Transplantations rénales, niveau 2
01C063;Interventions sur le système vasculaire précérébral, niveau 3
02C063;Interventions primaires sur l'iris, niveau 3
03C063;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 3
05C063;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3
07C063;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections malignes, niveau 3
08C063;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 3
09C063;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, niveau 3
11C063;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 3
12C063;Interventions sur les testicules pour des affections non malignes, âge inférieur à 18 ans, niveau 3
13C063;Interruptions tubaires, niveau 3
17C063;Interventions majeures de la CMD17, niveau 3
21C063;Greffes de peau ou parages de plaies pour lésions autres que des brûlures, niveau 3
27C063;Transplantations rénales, niveau 3
01C064;Interventions sur le système vasculaire précérébral, niveau 4
02C064;Interventions primaires sur l'iris, niveau 4
03C064;Interventions sur les sinus et l'apophyse mastoïde, âge inférieur à 18 ans, niveau 4
05C064;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4
07C064;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections malignes, niveau 4
08C064;Amputations pour affections de l'appareil musculosquelettique et du tissu conjonctif, niveau 4
09C064;Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, niveau 4
11C064;Interventions sur l'urètre, âge inférieur à 18 ans, niveau 4
12C064;Interventions sur les testicules pour des affections non malignes, âge inférieur à 18 ans, niveau 4
13C064;Interruptions tubaires, niveau 4
17C064;Interventions majeures de la CMD17, niveau 4
21C064;Greffes de peau ou parages de plaies pour lésions autres que des brûlures, niveau 4
27C064;Transplantations rénales, niveau 4
14C07A;Césariennes pour grossesse multiple, sans complication significative
14C07B;Césariennes pour grossesse multiple, avec autres complications
14C07C;Césariennes pour grossesse multiple, avec complications majeures
14C07D;Césariennes pour grossesse multiple, avec complications sévères
02C07J;Autres interventions extraoculaires, âge inférieur à 18 ans, en ambulatoire
03C07J;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, en ambulatoire
09C07J;Biopsies et excisions locales pour des affections non malignes du sein, en ambulatoire
11C07J;Interventions sur l'urètre, âge supérieur à 17 ans, en ambulatoire
12C07J;Interventions sur les testicules pour des affections non malignes, âge supérieur à 17 ans, en ambulatoire
13C07J;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions tubaires, en ambulatoire
03C07V;Interventions sur les sinus et l'apophyse mastoïde, âge de 18 à 69 ans sans CMA
06C07V;Interventions mineures sur l'intestin grêle et le côlon sans CMA
08C07V;Interventions sur le rachis sans CMA
13C07V;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions tubaires, âge inférieur à 70 ans sans CMA
03C07W;Interventions sur les sinus et l'apophyse mastoïde, âge de 18 à 69 ans avec CMA, ou âge supérieur à 69 ans
06C07W;Interventions mineures sur l'intestin grêle et le côlon avec CMA
08C07W;Interventions sur le rachis avec CMA
13C07W;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions tubaires, âge supérieur à 69 ans et/ou CMA
01C07Z;Libérations du canal carpien
02C07Z;Autres interventions extraoculaires, âge inférieur à 18 ans
05C07Z;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle
07C07Z;Interventions diagnostiques sur le système hépatobiliaire et pancréatique pour des affections non malignes
09C07Z;Biopsies et excisions locales pour des affections non malignes du sein
10C07Z;Interventions sur le tractus thyréoglosse
11C07Z;Interventions sur l'urètre, âge supérieur à 17 ans
12C07Z;Interventions sur les testicules pour des affections non malignes, âge supérieur à 17 ans
24C07Z;Affections de la CMD 03 : séjours de moins de 2 jours, avec autre acte opératoire de la CMD 03
27C07Z;Autres transplantations
02C071;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 1
03C071;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 1
05C071;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 1
06C071;Interventions mineures sur l'intestin grêle et le côlon, niveau 1
07C071;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections non malignes, niveau 1
09C071;Biopsies et excisions locales pour des affections non malignes du sein, niveau 1
10C071;Interventions sur le tractus thyréoglosse, niveau 1
11C071;Interventions sur l'urètre, âge supérieur à 17 ans, niveau 1
12C071;Interventions sur les testicules pour des affections non malignes, âge supérieur à 17 ans, niveau 1
13C071;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions tubaires, niveau 1
17C071;Interventions intermédiaires de la CMD17, niveau 1
27C071;Autres transplantations, niveau 1
02C072;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 2
03C072;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 2
05C072;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 2
06C072;Interventions mineures sur l'intestin grêle et le côlon, niveau 2
07C072;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections non malignes, niveau 2
09C072;Biopsies et excisions locales pour des affections non malignes du sein, niveau 2
10C072;Interventions sur le tractus thyréoglosse, niveau 2
11C072;Interventions sur l'urètre, âge supérieur à 17 ans, niveau 2
12C072;Interventions sur les testicules pour des affections non malignes, âge supérieur à 17 ans, niveau 2
13C072;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions tubaires, niveau 2
17C072;Interventions intermédiaires de la CMD17, niveau 2
27C072;Autres transplantations, niveau 2
02C073;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 3
03C073;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 3
05C073;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 3
06C073;Interventions mineures sur l'intestin grêle et le côlon, niveau 3
07C073;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections non malignes, niveau 3
09C073;Biopsies et excisions locales pour des affections non malignes du sein, niveau 3
10C073;Interventions sur le tractus thyréoglosse, niveau 3
11C073;Interventions sur l'urètre, âge supérieur à 17 ans, niveau 3
12C073;Interventions sur les testicules pour des affections non malignes, âge supérieur à 17 ans, niveau 3
13C073;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions tubaires, niveau 3
17C073;Interventions intermédiaires de la CMD17, niveau 3
27C073;Autres transplantations, niveau 3
02C074;Autres interventions extraoculaires, âge inférieur à 18 ans, niveau 4
03C074;Interventions sur les sinus et l'apophyse mastoïde, âge supérieur à 17 ans, niveau 4
05C074;Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 4
06C074;Interventions mineures sur l'intestin grêle et le côlon, niveau 4
07C074;Interventions diagnostiques sur le système hépato-biliaire et pancréatique pour des affections non malignes, niveau 4
09C074;Biopsies et excisions locales pour des affections non malignes du sein, niveau 4
10C074;Interventions sur le tractus thyréoglosse, niveau 4
11C074;Interventions sur l'urètre, âge supérieur à 17 ans, niveau 4
12C074;Interventions sur les testicules pour des affections non malignes, âge supérieur à 17 ans, niveau 4
13C074;Interventions sur le système utéroannexiel pour des affections non malignes, autres que les interruptions tubaires, niveau 4
17C074;Interventions intermédiaires de la CMD17, niveau 4
27C074;Autres transplantations, niveau 4
14C08A;Césariennes pour grossesse unique, sans complication significative
14C08B;Césariennes pour grossesse unique, avec autres complications
14C08C;Césariennes pour grossesse unique, avec complications majeures
